Name	ID	NumGenes	ROC	Pvalue	CorrectedPvalue	Same as	GeneMembers
cellular response to thyroid hormone stimulus	GO:0097067	10	0.44665776	0.72043691	0.8752055		
positive regulation of interleukin-17 production	GO:0032740	10	0.44663348	0.72052636	0.87509352		
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051439	76	0.48057476	0.72081269	0.87522066		
positive regulation of interleukin-2 biosynthetic process	GO:0045086	10	0.44641188	0.72133076	0.87562902		
negative regulation of ligase activity	GO:0051352	71	0.47982594	0.72159082	0.87572407	GO:0051444|negative regulation of ubiquitin-protein transferase activity, 	
negative regulation of ubiquitin-protein transferase activity	GO:0051444	71	0.47982594	0.72159082	0.87572407	GO:0051352|negative regulation of ligase activity, 	
pathway-restricted SMAD protein phosphorylation	GO:0060389	11	0.44879395	0.72176691	0.8757172		
male meiosis I	GO:0007141	15	0.45604275	0.72222431	0.87605154		
regulation of proteolysis involved in cellular protein catabolic process	GO:1903050	152	0.48612877	0.72228805	0.87590834		
vesicle coating	GO:0006901	34	0.47076349	0.72237828	0.87579733		
SWI/SNF superfamily-type complex	GO:0070603	55	0.47695726	0.72272569	0.87599808		
phosphatidylcholine acyl-chain remodeling	GO:0036151	21	0.46258173	0.72361019	0.87684957		
positive regulation of tyrosine phosphorylation of Stat3 protein	GO:0042517	20	0.46147561	0.72455833	0.87777773		
mitotic cell cycle process	GO:1903047	545	0.49248162	0.72503247	0.87813133		
cellular response to osmotic stress	GO:0071470	12	0.45014623	0.72507298	0.87795969		
mitotic recombination	GO:0006312	31	0.46894794	0.72518973	0.87788043		
nuclear transcription factor complex	GO:0044798	58	0.4772617	0.7253478	0.87785122		
maintenance of location in cell	GO:0051651	81	0.48073698	0.72543551	0.87773688		
lipoprotein biosynthetic process	GO:0042158	55	0.47663848	0.72545814	0.8775439		
positive regulation of ligase activity	GO:0051351	71	0.47939336	0.72580444	0.87774242		
Golgi organization	GO:0007030	38	0.4717717	0.72643885	0.87828918		
regulation of ligase activity	GO:0051340	94	0.48195832	0.72714256	0.87891944		
cytokine biosynthetic process	GO:0042089	16	0.45620635	0.72791181	0.87962856		
Golgi cisterna membrane	GO:0032580	54	0.47612219	0.72801307	0.87953033		
mitotic cell cycle	GO:0000278	618	0.49280163	0.72845408	0.87984251		
negative regulation of fibroblast proliferation	GO:0048147	24	0.46411735	0.72856056	0.87975057		
mitotic DNA integrity checkpoint	GO:0044774	77	0.4799265	0.7286503	0.87963848		
positive regulation of B cell mediated immunity	GO:0002714	22	0.46233892	0.72956335	0.8805201	GO:0002891|positive regulation of immunoglobulin mediated immune response, 	
positive regulation of immunoglobulin mediated immune response	GO:0002891	22	0.46233892	0.72956335	0.8805201	GO:0002714|positive regulation of B cell mediated immunity, 	
leukotriene biosynthetic process	GO:0019370	17	0.45712213	0.72975888	0.88053551		
ventral spinal cord interneuron fate commitment	GO:0060579	11	0.44655848	0.73031725	0.88098861	GO:0060581|cell fate commitment involved in pattern specification, 	
cell fate commitment involved in pattern specification	GO:0060581	11	0.44655848	0.73031725	0.88098861	GO:0060579|ventral spinal cord interneuron fate commitment, 	
mediator complex	GO:0016592	33	0.46911202	0.73039576	0.88086278		
cartilage morphogenesis	GO:0060536	10	0.4439014	0.73049946	0.88076736		
positive regulation by host of viral transcription	GO:0043923	11	0.44649224	0.73056857	0.88063031		
positive regulation of DNA-templated transcription, initiation	GO:2000144	11	0.44642601	0.73081977	0.88071277		
copulation	GO:0007620	17	0.45681487	0.73120787	0.88096011		
NADP metabolic process	GO:0006739	20	0.46003888	0.73193657	0.8816176		
negative regulation of interleukin-2 production	GO:0032703	13	0.4503933	0.73214861	0.88165259		
cell fate commitment	GO:0045165	197	0.48715129	0.73268482	0.88207782		
regulation of thymocyte apoptotic process	GO:0070243	14	0.45198622	0.73304433	0.88229017		
Cul4-RING E3 ubiquitin ligase complex	GO:0080008	12	0.44809946	0.73321342	0.88227329		
integral component of mitochondrial outer membrane	GO:0031307	13	0.4499262	0.73406564	0.88307821		
bile acid and bile salt transport	GO:0015721	15	0.45335641	0.73416489	0.88297715		
mating	GO:0007618	32	0.46793878	0.73488002	0.88361666		
negative regulation of interleukin-1 production	GO:0032692	12	0.44764912	0.73498584	0.8835234		
fat cell differentiation	GO:0045444	71	0.47843551	0.73502106	0.88334534		
sperm part	GO:0097223	80	0.4796331	0.73548674	0.88368456		
nucleic acid phosphodiester bond hydrolysis	GO:0090305	119	0.48322461	0.73617963	0.88429655		
regulation of interleukin-17 production	GO:0032660	16	0.4542021	0.73704671	0.88511742		
regulation of leukocyte degranulation	GO:0043300	22	0.46084209	0.7375455	0.8854957	GO:1903305|regulation of regulated secretory pathway, 	
regulation of regulated secretory pathway	GO:1903305	22	0.46084209	0.7375455	0.8854957	GO:0043300|regulation of leukocyte degranulation, 	
activation of JUN kinase activity	GO:0007257	30	0.46627358	0.73868993	0.88664875		
regulation of inflammatory response	GO:0050727	204	0.486991	0.73879251	0.88655101		
heart valve morphogenesis	GO:0003179	22	0.46053969	0.73913607	0.88674243		
condensed chromosome kinetochore	GO:0000777	67	0.47735188	0.73919284	0.88658978		
organ formation	GO:0048645	23	0.4613641	0.73936865	0.88657993		
positive regulation of lymphocyte differentiation	GO:0045621	59	0.47582718	0.73957159	0.88660262		
phosphatidylethanolamine acyl-chain remodeling	GO:0036152	19	0.45742348	0.73972611	0.88656726		
DNA demethylation	GO:0080111	12	0.4464246	0.73977479	0.88640511		
euchromatin	GO:0000791	15	0.45192113	0.74044974	0.88699325		
anaphase-promoting complex	GO:0005680	18	0.45599897	0.74095989	0.88738373		
G1 DNA damage checkpoint	GO:0044783	60	0.47583785	0.74122857	0.88748491		
negative regulation of steroid biosynthetic process	GO:0010894	16	0.45314303	0.74180957	0.88795988		
dolichol-linked oligosaccharide biosynthetic process	GO:0006488	30	0.46575284	0.74188988	0.88783543		
negative regulation by host of viral transcription	GO:0043922	10	0.44063506	0.74218403	0.88796689		
DNA damage checkpoint	GO:0000077	111	0.48208159	0.74271386	0.88838018		
coated pit	GO:0005905	54	0.47427902	0.74333323	0.88890035		
Sin3 complex	GO:0016580	12	0.44540247	0.74373776	0.8891634	GO:0070822|Sin3-type complex, 	
Sin3-type complex	GO:0070822	12	0.44540247	0.74373776	0.8891634	GO:0016580|Sin3 complex, 	
regulation of leukocyte mediated cytotoxicity	GO:0001910	37	0.46882786	0.74411368	0.88939214		
vacuolar lumen	GO:0005775	70	0.47729833	0.74426108	0.88934769		
positive regulation of cell cycle process	GO:0090068	174	0.48555007	0.74433295	0.88921303		
negative regulation of osteoclast differentiation	GO:0045671	16	0.45254327	0.74448685	0.88917641		
demethylation	GO:0070988	34	0.46742299	0.74451381	0.88898824		
purine nucleobase metabolic process	GO:0006144	34	0.4674212	0.74452541	0.88878182		
external side of plasma membrane	GO:0009897	187	0.48601959	0.74488397	0.88898959		
positive regulation of tissue remodeling	GO:0034105	20	0.45734767	0.74548408	0.88948546		
negative regulation of reactive oxygen species biosynthetic process	GO:1903427	11	0.44249876	0.74549074	0.88927319		
regulation of cytokinesis	GO:0032465	33	0.46668104	0.74612806	0.88981311		
microtubule polymerization	GO:0046785	19	0.45607108	0.74630577	0.8898048		
chloride transport	GO:0006821	49	0.47259206	0.74652634	0.88984758		
icosanoid transport	GO:0071715	13	0.44673119	0.74698902	0.89017885	GO:1901571|fatty acid derivative transport, 	
fatty acid derivative transport	GO:1901571	13	0.44673119	0.74698902	0.89017885	GO:0071715|icosanoid transport, 	
clathrin vesicle coat	GO:0030125	16	0.45190176	0.74733438	0.89037019		
protein-chromophore linkage	GO:0018298	11	0.44187227	0.74780347	0.8907088		
anion homeostasis	GO:0055081	31	0.46524365	0.7484771	0.89129083		
positive regulation of epithelial to mesenchymal transition	GO:0010718	24	0.46044363	0.74881426	0.89147198		
skin development	GO:0043588	173	0.4851245	0.74990386	0.89254862		
glycosyl compound catabolic process	GO:1901658	38	0.46834359	0.75022426	0.89270943		
vesicle lumen	GO:0031983	68	0.47628001	0.75052598	0.89284794	GO:0060205|cytoplasmic membrane-bounded vesicle lumen, 	
cytoplasmic membrane-bounded vesicle lumen	GO:0060205	68	0.47628001	0.75052598	0.89284794	GO:0031983|vesicle lumen, 	
neuron death	GO:0070997	38	0.46828598	0.75061442	0.89273273		
regulation of bone remodeling	GO:0046850	31	0.46486224	0.75080827	0.8927429		
regulation of lymphocyte differentiation	GO:0045619	100	0.48024846	0.75241652	0.89443444		
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	GO:0051437	59	0.47417169	0.75364176	0.89566995		
negative regulation of DNA replication	GO:0008156	37	0.46730591	0.75430907	0.89624195		
chromatin modification	GO:0016568	336	0.48901667	0.7549807	0.89681879		
negative regulation of protein tyrosine kinase activity	GO:0061099	13	0.44463855	0.75527081	0.89694226		
maintenance of gastrointestinal epithelium	GO:0030277	10	0.43634873	0.75710861	0.89890322		
negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	68	0.47551349	0.75741419	0.89904449		
positive regulation of multicellular organism growth	GO:0040018	28	0.46168306	0.75858024	0.9002068		
regulation of lymphocyte apoptotic process	GO:0070228	42	0.46848522	0.7600867	0.9017724		
negative regulation of alcohol biosynthetic process	GO:1902931	12	0.440894	0.76083534	0.90243837		
embryonic digit morphogenesis	GO:0042733	46	0.46973056	0.76119634	0.90264434		
peptidyl-asparagine modification	GO:0018196	83	0.47738631	0.76172273	0.90304629		
positive regulation of meiotic cell cycle	GO:0051446	12	0.44057016	0.76203899	0.90319898		
C-terminal protein lipidation	GO:0006501	19	0.45250625	0.76322182	0.90437844		
condensed nuclear chromosome	GO:0000794	58	0.47274113	0.76357513	0.90457462		
inflammatory response to antigenic stimulus	GO:0002437	18	0.45111935	0.76361574	0.90440035		
regulation of JAK-STAT cascade	GO:0046425	63	0.47381648	0.76378018	0.9043728		
regulation of smooth muscle cell apoptotic process	GO:0034391	13	0.44233105	0.76423104	0.90468431		
positive regulation of receptor-mediated endocytosis	GO:0048260	33	0.46374248	0.76447476	0.90475052		
embryonic skeletal joint development	GO:0072498	16	0.4478553	0.76490362	0.90503577		
regulation of leukocyte differentiation	GO:1902105	167	0.48375683	0.76528875	0.90526914		
regulation of viral transcription	GO:0046782	60	0.47283458	0.76656296	0.90655384		
regulation of defense response	GO:0031347	419	0.48960197	0.76664652	0.90643016		
vesicle targeting, rough ER to cis-Golgi	GO:0048207	14	0.44381403	0.7666693	0.90623471	GO:0090114|COPII-coated vesicle budding, GO:0048208|COPII vesicle coating, 	
COPII vesicle coating	GO:0048208	14	0.44381403	0.7666693	0.90623471	GO:0090114|COPII-coated vesicle budding, GO:0048207|vesicle targeting, rough ER to cis-Golgi, 	
COPII-coated vesicle budding	GO:0090114	14	0.44381403	0.7666693	0.90623471	GO:0048208|COPII vesicle coating, GO:0048207|vesicle targeting, rough ER to cis-Golgi, 	
immune response	GO:0006955	949	0.49297022	0.76676643	0.90612721		
regulation of nuclear division	GO:0051783	116	0.48034546	0.76751697	0.90679175		
insemination	GO:0007320	13	0.44134078	0.76802013	0.90716376		
cardiac muscle tissue growth	GO:0055017	17	0.44862231	0.76834868	0.90732939		
embryonic limb morphogenesis	GO:0030326	109	0.47964807	0.76840172	0.90716968	GO:0035113|embryonic appendage morphogenesis, 	
embryonic appendage morphogenesis	GO:0035113	109	0.47964807	0.76840172	0.90716968	GO:0030326|embryonic limb morphogenesis, 	
T cell differentiation in thymus	GO:0033077	45	0.46827087	0.76921774	0.9079106	GO:0071594|thymocyte aggregation, 	
thymocyte aggregation	GO:0071594	45	0.46827087	0.76921774	0.9079106	GO:0033077|T cell differentiation in thymus, 	
ribonucleoprotein complex subunit organization	GO:0071826	99	0.4785685	0.76926956	0.90774938		
DNA strand elongation involved in DNA replication	GO:0006271	27	0.45904182	0.7693235	0.90759075	GO:0022616|DNA strand elongation, 	
DNA strand elongation	GO:0022616	27	0.45904182	0.7693235	0.90759075	GO:0006271|DNA strand elongation involved in DNA replication, 	
proton-transporting ATP synthase complex	GO:0045259	18	0.44977964	0.76963945	0.90774122		
negative regulation of bone mineralization	GO:0030502	15	0.44498158	0.76967933	0.90756609		
detection of stimulus	GO:0051606	249	0.48639234	0.76979359	0.90747871		
regulation of T cell differentiation	GO:0045580	78	0.47572833	0.77058918	0.90819439		
RNA phosphodiester bond hydrolysis, endonucleolytic	GO:0090502	20	0.4520746	0.77095147	0.90839917		
ubiquitin-dependent protein catabolic process	GO:0006511	306	0.48763271	0.77107822	0.90832638		
negative regulation of interleukin-1 beta production	GO:0032691	10	0.43206241	0.77155287	0.90866334		
anterior/posterior axis specification	GO:0009948	37	0.46453073	0.77231869	0.90934297		
negative regulation of leukocyte mediated immunity	GO:0002704	23	0.45498951	0.77253635	0.90937702		
cellular metabolic compound salvage	GO:0043094	34	0.46295409	0.77261784	0.90925079		
condensed chromosome, centromeric region	GO:0000779	69	0.47396567	0.77263266	0.90904619		
regulation of cell cycle checkpoint	GO:1901976	18	0.44905073	0.77288044	0.90911572		
monosaccharide catabolic process	GO:0046365	24	0.45577616	0.77335277	0.90944926		
ubiquitin ligase complex	GO:0000151	141	0.48157678	0.77473987	0.91085815		
positive regulation of interleukin-2 production	GO:0032743	21	0.45206706	0.77648653	0.91268897		
post-Golgi vesicle-mediated transport	GO:0006892	70	0.4736405	0.77706654	0.91314795		
extracellular regulation of signal transduction	GO:1900115	12	0.4361806	0.77801317	0.91403742	GO:1900116|extracellular negative regulation of signal transduction, 	
extracellular negative regulation of signal transduction	GO:1900116	12	0.4361806	0.77801317	0.91403742	GO:1900115|extracellular regulation of signal transduction, 	
chromosome localization	GO:0050000	20	0.45040095	0.77872538	0.91465112	GO:0051303|establishment of chromosome localization, 	
establishment of chromosome localization	GO:0051303	20	0.45040095	0.77872538	0.91465112	GO:0050000|chromosome localization, 	
IMP biosynthetic process	GO:0006188	10	0.42946998	0.78004933	0.91598286		
negative regulation of translational initiation	GO:0045947	14	0.44029184	0.7804027	0.91617452		
positive regulation of cytokine biosynthetic process	GO:0042108	50	0.46831599	0.78079913	0.91641662		
cellular response to epidermal growth factor stimulus	GO:0071364	11	0.43243363	0.7811243	0.91657498		
androgen metabolic process	GO:0008209	28	0.45760109	0.78126748	0.91651977		
regulation of immunoglobulin production	GO:0002637	32	0.46022365	0.78191396	0.91705488		
glycerol ether metabolic process	GO:0006662	17	0.44539066	0.78216501	0.91712607		
lipid digestion	GO:0044241	11	0.43204725	0.7824321	0.91721602		
RNA polymerase II transcription factor complex	GO:0090575	48	0.46743088	0.78245053	0.91701451		
inorganic anion transmembrane transport	GO:0098661	52	0.46856462	0.78347334	0.91798992		
negative regulation of cell cycle phase transition	GO:1901988	126	0.47973024	0.78381028	0.91816142		
reciprocal meiotic recombination	GO:0007131	32	0.45974869	0.78464325	0.91891375	GO:0035825|reciprocal DNA recombination, 	
reciprocal DNA recombination	GO:0035825	32	0.45974869	0.78464325	0.91891375	GO:0007131|reciprocal meiotic recombination, 	
regulation of lipoprotein lipase activity	GO:0051004	13	0.43681919	0.78488345	0.91897167		
protoporphyrinogen IX metabolic process	GO:0046501	10	0.42792787	0.7850162	0.9189038		
regulation of protein deacetylation	GO:0090311	17	0.44469931	0.78506685	0.91873987		
positive regulation of leukocyte differentiation	GO:1902107	92	0.47616575	0.78514596	0.91860933		
mitotic DNA damage checkpoint	GO:0044773	76	0.47375078	0.78548574	0.91878376		
regulation of inflammatory response to antigenic stimulus	GO:0002861	18	0.4461486	0.78552636	0.91860825		
negative regulation of cytokine production	GO:0001818	149	0.48119145	0.78572853	0.91862171		
outflow tract septum morphogenesis	GO:0003148	10	0.42767895	0.78581179	0.91849616		
embryonic forelimb morphogenesis	GO:0035115	29	0.45750438	0.78582657	0.91829067		
vesicle coat	GO:0030120	35	0.4612915	0.78594249	0.91820342		
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GO:0002460	99	0.47693699	0.78596721	0.9180097		
virion assembly	GO:0019068	10	0.4275636	0.78617989	0.91803556		
actin filament capping	GO:0051693	23	0.45220509	0.78624228	0.91788595		
regulation of interleukin-8 biosynthetic process	GO:0045414	10	0.42749681	0.78639284	0.91783932		
fibril	GO:0043205	12	0.43372397	0.78669287	0.91796712		
regulation of nitric-oxide synthase activity	GO:0050999	27	0.45576219	0.78686885	0.91795014		
regulation of immunoglobulin secretion	GO:0051023	11	0.43036375	0.78807748	0.91913757		
purine ribonucleoside bisphosphate metabolic process	GO:0034035	16	0.44213104	0.78856217	0.91948028	GO:0050427|3'-phosphoadenosine 5'-phosphosulfate metabolic process, 	
3'-phosphoadenosine 5'-phosphosulfate metabolic process	GO:0050427	16	0.44213104	0.78856217	0.91948028	GO:0034035|purine ribonucleoside bisphosphate metabolic process, 	
BAF-type complex	GO:0090544	14	0.43796034	0.78922407	0.92002942		
protein N-linked glycosylation via asparagine	GO:0018279	82	0.47429052	0.78942903	0.92004574		
posttranscriptional regulation of gene expression	GO:0010608	232	0.48463407	0.78959338	0.92001473		
regulation of cell killing	GO:0031341	42	0.46400835	0.79015401	0.92044536		
viral entry into host cell	GO:0046718	12	0.4326563	0.79039875	0.9205079		
heme biosynthetic process	GO:0006783	18	0.44489832	0.79083854	0.92079751		
negative regulation of kidney development	GO:0090185	14	0.43752874	0.79084352	0.92058084		
pericentriolar material	GO:0000242	11	0.42939228	0.79129578	0.9208848		
chromatin remodeling at centromere	GO:0031055	16	0.44136426	0.79162185	0.92104179		
positive regulation of macrophage derived foam cell differentiation	GO:0010744	13	0.43491807	0.79175556	0.92097497		
mRNA cleavage factor complex	GO:0005849	13	0.43482465	0.79208989	0.92114146		
regulation of cytokine production	GO:0001817	387	0.48791644	0.79209365	0.92092356		
embryonic skeletal joint morphogenesis	GO:0060272	13	0.43444162	0.7934573	0.92228643		
positive regulation of antigen receptor-mediated signaling pathway	GO:0050857	10	0.42525044	0.79348328	0.92209417		
mitotic nuclear division	GO:0007067	251	0.48496685	0.79352498	0.92192027		
regulation of keratinocyte differentiation	GO:0045616	21	0.44836834	0.79362962	0.92181955		
positive regulation of apoptotic signaling pathway	GO:2001235	136	0.47962747	0.79377025	0.92176068		
leukocyte proliferation	GO:0070661	62	0.46981418	0.79439635	0.92226545		
negative regulation of G2/M transition of mitotic cell cycle	GO:0010972	12	0.43117372	0.79548152	0.92330282	GO:1902750|negative regulation of cell cycle G2/M phase transition, 	
negative regulation of cell cycle G2/M phase transition	GO:1902750	12	0.43117372	0.79548152	0.92330282	GO:0010972|negative regulation of G2/M transition of mitotic cell cycle, 	
myosin II complex	GO:0016460	24	0.45130492	0.79552874	0.92313523		
protein acetyltransferase complex	GO:0031248	59	0.46883315	0.79610002	0.92357571	GO:1902493|acetyltransferase complex, 	
acetyltransferase complex	GO:1902493	59	0.46883315	0.79610002	0.92357571	GO:0031248|protein acetyltransferase complex, 	
cellular protein catabolic process	GO:0044257	346	0.48701428	0.79613282	0.92339141		
histone H3 acetylation	GO:0043966	32	0.4576855	0.79626696	0.92332472		
negative regulation of adaptive immune response	GO:0002820	23	0.45009167	0.79631637	0.92315983		
mitotic G2/M transition checkpoint	GO:0044818	10	0.42423047	0.79665615	0.92333157		
negative regulation of cell cycle	GO:0045786	345	0.48695841	0.7968077	0.92328512		
negative regulation of mitotic cell cycle phase transition	GO:1901991	122	0.47814984	0.7975498	0.92392281		
parasympathetic nervous system development	GO:0048486	11	0.42747696	0.79755591	0.92370779		
regulation of telomere maintenance	GO:0032204	10	0.42392083	0.79761356	0.92355254		
high-density lipoprotein particle	GO:0034364	21	0.44743389	0.79783245	0.92358403		
protein ADP-ribosylation	GO:0006471	16	0.4397358	0.79803259	0.9235938		
clathrin-sculpted vesicle	GO:0060198	11	0.42722857	0.79835944	0.92375019		
BLOC complex	GO:0031082	12	0.43023762	0.79865267	0.9238676		
vesicle targeting, to, from or within Golgi	GO:0048199	24	0.45063144	0.79875333	0.92376225		
regulation of macrophage differentiation	GO:0045649	18	0.44293095	0.79904978	0.92388333		
regulation of histone H3-K4 methylation	GO:0051569	14	0.43520808	0.79938234	0.92404609		
endoplasmic reticulum-Golgi intermediate compartment membrane	GO:0033116	23	0.44924102	0.80028994	0.92487334		
basement membrane organization	GO:0071711	10	0.4230405	0.80032083	0.92468723		
modulation of transcription in other organism involved in symbiotic interaction	GO:0052312	19	0.44393148	0.80125216	0.92554133		
developmental programmed cell death	GO:0010623	27	0.45286973	0.80167629	0.92580929		
thyroid hormone generation	GO:0006590	12	0.4292408	0.80199689	0.92595759		
sperm motility	GO:0030317	26	0.45185237	0.80227068	0.92605178		
heart valve development	GO:0003170	24	0.4498453	0.80247258	0.92606297		
cell differentiation involved in embryonic placenta development	GO:0060706	18	0.44203163	0.80274485	0.92615533		
positive regulation of activated T cell proliferation	GO:0042104	20	0.44487577	0.80329142	0.92656406		
cell fate determination	GO:0001709	35	0.45828512	0.80343328	0.92650587		
regulation of double-strand break repair	GO:2000779	17	0.4401332	0.80361423	0.92649278		
integral component of peroxisomal membrane	GO:0005779	12	0.42868925	0.80383275	0.92652301	GO:0031231|intrinsic component of peroxisomal membrane, 	
intrinsic component of peroxisomal membrane	GO:0031231	12	0.42868925	0.80383275	0.92652301	GO:0005779|integral component of peroxisomal membrane, 	
positive regulation of chromosome organization	GO:2001252	52	0.46567807	0.80399209	0.92648502		
pH reduction	GO:0045851	18	0.44164693	0.80430991	0.92662964		
histone acetyltransferase complex	GO:0000123	55	0.46648938	0.80494709	0.92714202		
positive regulation of transcription initiation from RNA polymerase II promoter	GO:0060261	10	0.42140732	0.80528522	0.92730979		
atrioventricular valve development	GO:0003171	16	0.43775623	0.8056573	0.92751658		
nucleocytoplasmic transport	GO:0006913	179	0.48128824	0.80578731	0.92744464		
regulation of tyrosine phosphorylation of Stat3 protein	GO:0042516	26	0.45111376	0.80587507	0.92732412		
zymogen granule	GO:0042588	10	0.42104912	0.80636394	0.9276651		
peptidyl-arginine modification	GO:0018195	14	0.43323877	0.80646155	0.92755592		
chronic inflammatory response	GO:0002544	13	0.43041516	0.80750672	0.92853637		
regulation of tyrosine phosphorylation of Stat1 protein	GO:0042510	12	0.42755581	0.80757298	0.92839098		
entry into host cell	GO:0030260	16	0.43720771	0.80774776	0.92837039	GO:0044409|entry into host, GO:0051806|entry into cell of other organism involved in symbiotic interaction, GO:0051828|entry into other organism involved in symbiotic interaction, GO:0052192|movement in environment of other organism involved in symbiotic interaction, GO:0052126|movement in host environment, 	
entry into host	GO:0044409	16	0.43720771	0.80774776	0.92837039	GO:0051806|entry into cell of other organism involved in symbiotic interaction, GO:0051828|entry into other organism involved in symbiotic interaction, GO:0052192|movement in environment of other organism involved in symbiotic interaction, GO:0030260|entry into host cell, GO:0052126|movement in host environment, 	
entry into cell of other organism involved in symbiotic interaction	GO:0051806	16	0.43720771	0.80774776	0.92837039	GO:0044409|entry into host, GO:0051828|entry into other organism involved in symbiotic interaction, GO:0052192|movement in environment of other organism involved in symbiotic interaction, GO:0030260|entry into host cell, GO:0052126|movement in host environment, 	
entry into other organism involved in symbiotic interaction	GO:0051828	16	0.43720771	0.80774776	0.92837039	GO:0044409|entry into host, GO:0051806|entry into cell of other organism involved in symbiotic interaction, GO:0052192|movement in environment of other organism involved in symbiotic interaction, GO:0030260|entry into host cell, GO:0052126|movement in host environment, 	
movement in host environment	GO:0052126	16	0.43720771	0.80774776	0.92837039	GO:0044409|entry into host, GO:0051806|entry into cell of other organism involved in symbiotic interaction, GO:0051828|entry into other organism involved in symbiotic interaction, GO:0052192|movement in environment of other organism involved in symbiotic interaction, GO:0030260|entry into host cell, 	
movement in environment of other organism involved in symbiotic interaction	GO:0052192	16	0.43720771	0.80774776	0.92837039	GO:0044409|entry into host, GO:0051806|entry into cell of other organism involved in symbiotic interaction, GO:0051828|entry into other organism involved in symbiotic interaction, GO:0030260|entry into host cell, GO:0052126|movement in host environment, 	
modification of morphology or physiology of other organism involved in symbiotic interaction	GO:0051817	53	0.46538583	0.80826072	0.92873841		
CCR4-NOT complex	GO:0030014	12	0.42729775	0.80841841	0.92869812		
DNA modification	GO:0006304	58	0.46684108	0.80872985	0.92883443		
transcription elongation factor complex	GO:0008023	26	0.45047566	0.80895654	0.92887335		
hexose catabolic process	GO:0019320	19	0.44200679	0.80925298	0.92899234		
positive regulation of lymphocyte migration	GO:2000403	16	0.43678257	0.809353	0.92888584		
DNA-dependent DNA replication	GO:0006261	72	0.47012945	0.80949919	0.92883237		
positive regulation of adaptive immune response	GO:0002821	66	0.46879102	0.80962051	0.92875038		
somite development	GO:0061053	63	0.46788948	0.81088911	0.92998422		
monoamine transport	GO:0015844	18	0.43980104	0.81171407	0.9307088		
positive regulation of histone methylation	GO:0031062	17	0.43792517	0.81222401	0.93107192		
suckling behavior	GO:0001967	14	0.4315731	0.81232869	0.93097042		
condensed chromosome	GO:0000793	139	0.47812803	0.81312593	0.93166248		
regulation of interleukin-2 biosynthetic process	GO:0045076	14	0.43133236	0.81315995	0.93147994		
regulation of activated T cell proliferation	GO:0046006	28	0.45137665	0.81340027	0.93153376		
proton-transporting two-sector ATPase complex	GO:0016469	37	0.45756441	0.81410942	0.93212433		
mannosylation	GO:0097502	12	0.42542555	0.8144836	0.93233119		
positive regulation of JAK-STAT cascade	GO:0046427	42	0.46007172	0.8146646	0.93231687		
RNA stabilization	GO:0043489	22	0.44471386	0.81531829	0.9328434	GO:0048255|mRNA stabilization, 	
mRNA stabilization	GO:0048255	22	0.44471386	0.81531829	0.9328434	GO:0043489|RNA stabilization, 	
cellular anion homeostasis	GO:0030002	11	0.42173649	0.81563422	0.9329833	GO:0030320|cellular monovalent inorganic anion homeostasis, 	
cellular monovalent inorganic anion homeostasis	GO:0030320	11	0.42173649	0.81563422	0.9329833	GO:0030002|cellular anion homeostasis, 	
mitochondrial translation	GO:0032543	13	0.42799555	0.81566121	0.93279272		
negative regulation of mitotic nuclear division	GO:0045839	42	0.45988923	0.81575599	0.93267973		
COPI vesicle coat	GO:0030126	11	0.42156538	0.8161572	0.93291706		
positive regulation of isotype switching	GO:0045830	11	0.42155986	0.81617406	0.93271504		
cell cycle checkpoint	GO:0000075	174	0.48016789	0.8163115	0.93265089		
organelle fusion	GO:0048284	44	0.46065971	0.81666704	0.93283589		
regulation of cell division	GO:0051302	182	0.48053814	0.81712243	0.93313483		
intracellular estrogen receptor signaling pathway	GO:0030520	13	0.42747707	0.81738023	0.93320804		
SMN-Sm protein complex	GO:0034719	13	0.42731358	0.81792018	0.93360327		
regulation of oxidative stress-induced cell death	GO:1903201	16	0.43445187	0.81800621	0.93348032		
positive regulation of tyrosine phosphorylation of STAT protein	GO:0042531	35	0.45564705	0.81805342	0.93331313		
positive regulation of cell cycle phase transition	GO:1901989	34	0.45494619	0.81834488	0.93342463	GO:1901992|positive regulation of mitotic cell cycle phase transition, 	
positive regulation of mitotic cell cycle phase transition	GO:1901992	34	0.45494619	0.81834488	0.93342463	GO:1901989|positive regulation of cell cycle phase transition, 	
lysosomal transport	GO:0007041	38	0.45737268	0.81837585	0.93323901		
multicellular organismal aging	GO:0010259	24	0.44632223	0.81865486	0.93333628		
negative regulation of bone remodeling	GO:0046851	10	0.41685083	0.81872485	0.93319525		
regulation of extrinsic apoptotic signaling pathway	GO:2001236	124	0.47618732	0.81992136	0.93433801		
protein insertion into membrane	GO:0051205	10	0.41641673	0.81998377	0.93418818		
organelle membrane fusion	GO:0090174	32	0.45312595	0.82059109	0.93465907		
purine-containing compound salvage	GO:0043101	16	0.43347631	0.82155407	0.93553474		
cellular response to DNA damage stimulus	GO:0006974	506	0.48797139	0.82193716	0.93574982		
mismatch repair	GO:0006298	18	0.43707438	0.82232991	0.93597579		
